CreditNotes ID,Credit Note Date,Credit Note Number,Credit Note Status,Customer ID,Sub Total (BCY),Total (BCY),Balance (BCY),Created Time,Currency Code,Exchange Rate,Sales Person ID,Last Modified Time,Discount Amount (BCY),Adjustment (BCY)
9465000019251003,03 Jul 2025,CN-00269,Closed,9465000000109053,SAR 58.30,SAR 67.00,SAR 0.00,2025-07-04 14:14:02,SAR,1.00,,2025-07-04 14:14:40,SAR 0.00,SAR 0.00
9465000005905935,16 Nov 2024,CN-00101,Closed,9465000003562374,SAR 23.93,SAR 28.00,SAR 0.00,2024-11-16 08:42:40,SAR,1.00,9465000003527716,2025-07-05 09:58:47,SAR 0.00,SAR 0.00
9465000019327978,05 Jul 2025,CN-00271,Closed,9465000002038409,SAR 20.94,SAR 24.00,SAR 0.00,2025-07-05 15:18:48,SAR,1.00,,2025-07-05 16:05:07,SAR 0.00,SAR 0.00
9465000011662291,15 Mar 2025,CN-00197,Closed,9465000000105731,SAR 163.48,SAR 188.00,SAR 0.00,2025-03-15 10:13:54,SAR,1.00,,2025-07-05 11:50:45,SAR 0.00,SAR 0.00
9465000019224801,03 Jul 2025,CN-00268,Closed,9465000003362224,SAR 45.22,SAR 52.00,SAR 0.00,2025-07-03 12:17:01,SAR,1.00,,2025-07-05 12:08:47,SAR 0.00,SAR 0.00
9465000019301354,05 Jul 2025,CN-00270,Closed,9465000000103795,SAR 8.96,SAR 10.00,SAR 0.00,2025-07-05 12:10:52,SAR,1.00,,2025-07-05 15:03:22,SAR 0.00,SAR 0.00
9465000019484734,08 Jul 2025,CN-00273,Open,9465000000104323,SAR 50.87,SAR 59.00,SAR 59.00,2025-07-08 09:53:12,SAR,1.00,,2025-07-08 09:53:12,SAR 0.00,SAR 0.00
9465000019484655,08 Jul 2025,CN-00272,Closed,9465000007073135,SAR 53.91,SAR 62.00,SAR 0.00,2025-07-08 09:48:38,SAR,1.00,,2025-07-08 10:20:30,SAR 0.00,SAR 0.00
9465000019511498,08 Jul 2025,CN-00274,Closed,9465000014487658,SAR 115.65,SAR 133.00,SAR 0.00,2025-07-08 16:21:46,SAR,1.00,,2025-07-08 16:22:06,SAR 0.00,SAR 0.00
9465000019638312,12 Jul 2025,CN-00275,Open,9465000000152506,"SAR 1,608.00","SAR 1,849.00","SAR 1,849.00",2025-07-12 12:34:32,SAR,1.00,,2025-07-12 14:03:33,SAR 0.00,SAR 0.00
9465000020001502,17 Jul 2025,CN-00276,Closed,9465000007282001,SAR 4.87,SAR 6.00,SAR 0.00,2025-07-17 14:55:53,SAR,1.00,,2025-07-17 15:26:05,SAR 0.00,SAR 0.00
9465000020140031,19 Jul 2025,CN-00277,Open,9465000000152506,SAR 804.93,SAR 926.00,SAR 926.00,2025-07-19 10:43:46,SAR,1.00,,2025-07-19 10:44:32,SAR 0.00,SAR 0.00
9465000020288062,21 Jul 2025,CN-00279,Closed,9465000000103993,SAR 98.60,SAR 113.00,SAR 0.00,2025-07-21 14:12:34,SAR,1.00,,2025-07-21 16:39:14,SAR 0.00,SAR 0.00
9465000020272428,21 Jul 2025,CN-00278,Closed,9465000000107139,SAR 347.83,SAR 400.00,SAR 0.00,2025-07-21 11:43:57,SAR,1.00,,2025-07-21 11:57:58,SAR 0.00,SAR 0.00
9465000020317116,21 Jul 2025,CN-00280,Open,9465000008357026,SAR 93.91,SAR 108.00,SAR 108.00,2025-07-21 15:37:25,SAR,1.00,,2025-07-21 15:37:25,SAR 0.00,SAR 0.00
9465000020345072,22 Jul 2025,CN-00281,Closed,9465000006043116,SAR 42.00,SAR 48.00,SAR 0.00,2025-07-22 09:33:56,SAR,1.00,9465000006350932,2025-07-22 09:34:36,SAR 0.00,SAR 0.00
9465000020582517,24 Jul 2025,CN-00284,Closed,9465000000105577,SAR 142.44,SAR 164.00,SAR 0.00,2025-07-24 10:32:59,SAR,1.00,,2025-07-24 10:33:10,SAR 0.00,SAR 0.00
9465000020520908,23 Jul 2025,CN-00283,Closed,9465000000104125,SAR 26.25,SAR 30.00,SAR 0.00,2025-07-23 16:06:18,SAR,1.00,,2025-07-23 16:06:55,SAR 0.00,SAR 0.00
